City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,puerto maldonado,-12.6,-69.1833,21.99,83,32,1.23,PE,1722314499
364,alto barinas,8.5931,-70.2261,22.87,96,100,1.96,VE,1722314500
365,barberino di mugello,44.0027,11.2371,24.96,60,0,3.17,IT,1722314501
366,chestertown,39.209,-76.0666,26.12,91,75,6.66,US,1722314502
367,san fernando,15.0286,120.6898,32.85,55,91,4.32,PH,1722314503
368,gizo,-8.103,156.8419,27.15,80,100,6.83,SB,1722314505
369,upington,-28.4478,21.2561,2.21,60,0,0.51,ZA,1722314506
370,colchani,-20.3,-66.9333,2.7,27,0,2.58,BO,1722314507
371,trincomalee,8.5711,81.2335,30.51,62,100,6.81,LK,1722314508
372,vinton,37.281,-79.897,23.36,94,40,2.57,US,1722314414
373,turpan,42.9333,89.1667,44.15,12,3,2.55,CN,1722314511
374,antonio enes,-16.2325,39.9086,22.53,66,0,1.56,MZ,1722314512
375,kailua-kona,19.6406,-155.9956,26.27,86,97,0.45,US,1722314241
376,mermoz boabab,14.7065,-17.4758,26.31,78,99,3.82,SN,1722314514
377,formosa do rio preto,-11.0483,-45.1931,20.22,57,24,1.58,BR,1722314515
378,albu kamal,34.45,40.9186,32.5,23,0,7.98,SY,1722314517
379,cidreira,-30.1811,-50.2056,12.7,74,18,4.45,BR,1722314518
380,sulphur springs,33.1385,-95.6011,28.97,70,0,3.09,US,1722314519
381,quelimane,-17.8786,36.8883,19.97,94,100,1.54,MZ,1722314520
382,inari,68.906,27.0288,13.11,83,100,4.3,FI,1722314522
383,praia da vitoria,38.7333,-27.0667,23.2,94,75,0.47,PT,1722314523
384,tamale,9.4008,-0.8393,22.95,91,100,3.4,GH,1722314524
385,lieksa,63.3167,30.0167,15.24,72,57,1.94,FI,1722314525
386,saurimo,-9.6608,20.3916,13.03,25,5,1.77,AO,1722314527
387,spring creek,40.7266,-115.5859,21.83,19,0,0.45,US,1722314528
388,amasra,41.7463,32.3863,18.03,58,0,1.34,TR,1722314529
389,goronyo,13.4423,5.6763,25.64,80,96,5.14,NG,1722314530
390,kuqa,41.7278,82.9364,36.18,17,81,5.6,CN,1722314531
391,barabai,-2.5833,115.3833,34.88,44,24,1.18,ID,1722314533
392,kuanda,56.3161,116.0806,26.78,50,100,2.37,RU,1722314534
393,bagepalli,13.7847,77.7931,26.39,66,100,9.38,IN,1722314535
394,praia,14.9215,-23.5087,25.3,65,75,4.63,CV,1722314537
395,taltal,-25.4,-70.4833,14.15,75,57,0.61,CL,1722314538
396,north bend,43.4065,-124.2243,18.84,99,100,2.43,US,1722314539
397,phalaborwa,-23.943,31.1411,16.6,80,0,1.39,ZA,1722314541
398,lebu,-37.6167,-73.65,8.0,71,100,1.44,CL,1722314543
399,ndjole,-0.1783,10.7649,21.41,86,88,1.41,GA,1722314544
400,cova figueira,14.8905,-24.2934,18.6,79,62,4.24,CV,1722314545
401,kourou,5.1552,-52.6478,26.03,96,54,2.18,GF,1722314546
402,chancay,-11.5714,-77.2672,16.44,88,26,2.12,PE,1722314548
403,natal,-5.795,-35.2094,23.36,94,20,1.54,BR,1722314549
404,san carlos,9.6612,-68.5827,22.46,98,100,1.33,VE,1722314550
405,ghadamis,30.1337,9.5007,24.63,38,0,4.27,LY,1722314551
406,eureka,40.8021,-124.1637,16.81,92,79,0.45,US,1722314552
407,muisne,0.6,-80.0333,24.03,92,100,5.25,EC,1722314554
408,graaff-reinet,-32.2522,24.5308,4.12,59,4,0.47,ZA,1722314555
409,suva,-18.1416,178.4415,25.71,57,40,7.2,FJ,1722314556
410,pirallahi,40.4723,50.333,27.08,55,0,4.49,AZ,1722314557
411,chibougamau,49.9168,-74.3659,17.79,82,0,0.0,CA,1722314558
412,ago-are,8.5,3.4167,20.77,98,100,1.91,NG,1722314560
413,santa cruz do sul,-29.7175,-52.4258,7.16,92,83,1.34,BR,1722314561
414,box elder,41.5005,-112.8764,29.03,45,6,3.99,US,1722314562
415,talitsy,56.5289,42.3344,17.4,85,26,2.3,RU,1722314563
416,mysen,59.5535,11.3258,14.06,95,21,0.76,NO,1722314564
417,luau,-10.7073,22.2247,14.08,24,14,1.95,AO,1722314566
418,yuzhno-kurilsk,44.0306,145.8556,15.81,96,100,3.49,RU,1722314567
419,geraldton,-28.7667,114.6,21.23,68,40,1.54,AU,1722314527
420,suwayr,30.1171,40.3893,29.52,27,70,2.35,SA,1722314570
421,bubaque,11.2833,-15.8333,26.52,84,95,5.16,GW,1722314571
422,al hufuf,25.3646,49.5653,35.19,11,0,6.69,SA,1722314572
423,agryz,56.5203,52.9942,18.22,83,100,1.43,RU,1722314573
424,kerikeri,-35.2268,173.9474,16.62,87,63,2.68,NZ,1722314574
425,castillos,-34.1667,-53.8333,2.96,78,26,0.58,UY,1722314576
426,enewetak,11.3474,162.3373,28.81,74,13,2.12,MH,1722314577
427,as sulayyil,20.4607,45.5779,33.14,18,49,10.77,SA,1722314578
428,hit,33.6416,42.8251,35.36,17,0,7.87,IQ,1722314579
429,san andres,12.5847,-81.7006,29.01,79,20,7.2,CO,1722314581
430,sredets,42.3475,27.179,25.06,32,0,3.09,BG,1722314582
431,galliano,29.4422,-90.2992,27.78,83,0,0.0,US,1722314583
432,waddan,29.1614,16.139,23.11,69,0,1.0,LY,1722314584
433,lompoc,34.6391,-120.4579,15.08,95,100,4.12,US,1722314585
434,morehead city,34.7229,-76.726,27.23,70,100,3.13,US,1722314587
435,laredo,27.5064,-99.5075,31.16,62,0,8.23,US,1722314588
436,ad darb,17.7229,42.2526,35.71,39,7,5.5,SA,1722314589
437,khorugh,37.4897,71.553,23.03,30,69,0.8,TJ,1722314590
438,oak bay,48.4496,-123.3026,16.71,96,100,2.57,CA,1722314592
439,shigony,53.3875,48.6777,22.05,71,61,6.52,RU,1722314594
440,riga,57.0,24.0833,18.35,89,75,4.63,LV,1722314595
441,vodnyy,63.5046,53.4095,21.48,52,26,1.6,RU,1722314597
442,casimiro de abreu,-22.4806,-42.2042,21.88,88,70,1.45,BR,1722314599
443,vila velha,-20.3297,-40.2925,22.19,90,0,2.24,BR,1722314600
444,al bayda',32.7627,21.7551,21.49,87,0,3.85,LY,1722314602
445,mayya,61.7333,130.2811,15.62,86,99,5.44,RU,1722314603
446,egilsstadir,65.2653,-14.3948,8.95,87,100,2.06,IS,1722314604
447,tevriz,57.509,72.4042,14.61,93,90,2.52,RU,1722314605
448,badger,64.8,-147.5333,12.95,85,75,4.12,US,1722314608
449,nieuw amsterdam,5.8833,-55.0833,24.26,92,87,3.02,SR,1722314609
450,santiago del torno,-17.9833,-63.3833,16.1,76,66,3.19,BO,1722314612
451,leksand,60.7339,15.0032,12.32,69,3,0.41,SE,1722314613
452,sao miguel dos campos,-9.7811,-36.0936,21.72,95,0,0.87,BR,1722314614
453,sandnessjoen,66.0217,12.6316,13.06,88,20,2.06,NO,1722314615
454,cobram,-35.9167,145.65,11.61,55,60,1.54,AU,1722314616
455,sorong,-0.8833,131.25,30.34,64,94,3.12,ID,1722314618
456,wynyard,-41.0,145.7167,9.7,74,88,1.82,AU,1722314619
457,chicoana,-25.1009,-65.5331,7.25,78,49,1.31,AR,1722314620
458,junagarh,19.8667,82.9333,30.33,69,92,2.88,IN,1722314621
459,greenville,35.6127,-77.3663,24.09,94,100,2.57,US,1722314624
460,ceylanpinar,36.8472,40.05,32.09,24,0,2.11,TR,1722314625
461,port saint john's,-31.6229,29.5448,11.81,43,0,2.94,ZA,1722314626
462,sao jose da coroa grande,-8.8978,-35.1478,23.27,87,16,2.59,BR,1722314627
463,porto murtinho,-21.6989,-57.8825,16.2,88,100,3.1,BR,1722314629
464,sabang,5.8933,95.3214,28.28,76,100,3.37,ID,1722314630
465,le moule,16.3332,-61.3473,26.02,76,0,5.51,GP,1722314631
466,vernon,50.2581,-119.2691,19.96,77,98,2.06,CA,1722314632
467,pago pago,-14.2781,-170.7025,25.55,65,40,11.32,AS,1722314633
468,saudarkrokur,65.7461,-19.6394,11.07,82,94,1.91,IS,1722314635
469,flagstaff,35.1981,-111.6513,21.4,40,53,0.45,US,1722314633
470,bonthe,7.5264,-12.505,24.64,88,100,5.26,SL,1722314637
471,ilomantsi,62.6716,30.9328,14.83,74,100,1.61,FI,1722314638
472,abbeville,50.1,1.8333,18.61,87,20,1.66,FR,1722314639
473,ciudad victoria,23.7333,-99.1333,24.26,87,11,3.15,MX,1722314641
474,katabu,-4.9333,122.5167,30.61,55,24,5.25,ID,1722314642
475,gniewkowo,52.8946,18.4079,14.45,98,42,3.44,PL,1722314643
476,ulladulla,-35.35,150.4667,14.87,58,70,7.69,AU,1722314644
477,vendome,47.8,1.0667,18.87,99,68,1.95,FR,1722314645
478,zhangjiakou shi xuanhua qu,40.6103,115.0447,21.43,93,100,2.07,CN,1722314647
479,ibshaway,29.358,30.6814,27.49,55,0,3.7,EG,1722314648
480,lepe,37.2548,-7.2043,22.88,95,0,1.96,ES,1722314649
481,ilhabela,-23.7781,-45.3581,18.32,94,95,3.53,BR,1722314650
482,gaspe,48.8334,-64.4819,26.12,53,0,5.66,CA,1722314652
483,buncrana,55.1333,-7.45,9.55,98,15,2.12,IE,1722314653
484,haiku-pauwela,20.9219,-156.3051,25.12,70,20,8.75,US,1722314654
485,shinyanga,-3.6667,33.4333,21.79,48,43,1.68,TZ,1722314655
486,tucuma,-0.1833,-50.05,24.54,91,10,2.87,BR,1722314656
487,undurkhaan,47.3194,110.6556,27.09,47,85,0.21,MN,1722314659
488,ketchikan,55.3422,-131.6461,16.26,82,100,4.63,US,1722314660
489,san angelo,31.4638,-100.437,29.74,60,0,4.02,US,1722314662
490,makarov,48.6333,142.8,16.62,80,100,2.0,RU,1722314664
491,zhanaozen,43.3,52.8,27.92,29,0,4.34,KZ,1722314665
492,lazaro cardenas,17.9583,-102.2,27.54,82,100,0.71,MX,1722314666
493,bongor,10.2806,15.3722,22.76,87,100,2.86,TD,1722314667
494,okhotsk,59.3833,143.3,13.98,65,97,4.93,RU,1722314670
495,brandon,27.9378,-82.2859,27.23,92,0,0.45,US,1722314671
496,lingyuan,41.24,119.4011,21.65,92,100,1.26,CN,1722314672
497,bosaso,11.2842,49.1816,35.99,38,0,9.77,SO,1722314673
498,dunhua,43.3725,128.2425,27.07,70,27,3.49,CN,1722314675
499,tazacorte,28.629,-17.9293,22.54,91,20,5.14,ES,1722314676
500,dakhla,23.6848,-15.958,19.44,95,6,7.99,EH,1722314677
501,simpang,-1.2667,104.0833,35.21,39,12,2.42,ID,1722314678
502,manokwari,-0.8667,134.0833,28.98,67,48,3.28,ID,1722314679
503,weining,26.85,104.2333,20.81,78,100,4.13,CN,1722314681
504,penaflor,-33.6167,-70.9167,15.21,41,100,2.1,CL,1722314682
505,ippy,6.2679,21.2247,21.14,97,100,1.59,CF,1722314683
506,noosa heads,-26.3833,153.15,19.63,56,0,8.97,AU,1722314661
507,idri,27.5,13.2667,24.65,44,0,3.74,LY,1722314685
508,eyl,7.9803,49.8164,27.54,61,32,12.07,SO,1722314688
509,narasannapeta,18.4167,84.05,29.79,72,100,0.82,IN,1722314690
510,bardai,11.65,7.2333,20.6,95,100,4.22,NG,1722314692
511,senador jose porfirio,-2.5908,-51.9542,25.29,69,62,1.72,BR,1722314693
512,dudinka,69.4058,86.1778,25.98,33,68,7.26,RU,1722314694
513,oltinko'l,40.8011,72.1634,36.62,15,2,3.28,UZ,1722314695
514,swakopmund,-22.6833,14.5333,9.47,86,3,0.61,NA,1722314696
515,okulovka,58.4008,33.2908,14.44,83,17,3.28,RU,1722314698
516,zhangwan,26.7114,119.5919,31.67,67,76,0.87,CN,1722314699
517,colby,39.3958,-101.0524,26.42,61,41,4.03,US,1722314554
518,babayevo,59.3936,35.9371,15.23,69,96,3.33,RU,1722314701
519,taroudant,30.4703,-8.877,19.06,81,0,2.65,MA,1722314702
520,tamanrasset,22.785,5.5228,23.95,73,40,2.06,DZ,1722314705
521,prado,-17.3411,-39.2208,22.74,89,5,3.39,BR,1722314706
522,siirt,37.9326,41.9403,28.08,30,0,2.06,TR,1722314707
523,hasaki,35.7333,140.8333,36.27,75,31,3.82,JP,1722314708
524,tucurui,-3.7661,-49.6725,23.05,59,16,1.01,BR,1722314710
525,gisborne,-38.6533,178.0042,13.51,87,100,1.52,NZ,1722314711
526,bamboo flat,11.7,92.7167,30.05,79,40,4.63,IN,1722314712
527,ipora,-16.4419,-51.1178,22.15,37,65,1.49,BR,1722314714
528,indore,22.7179,75.8333,24.1,94,100,3.6,IN,1722314716
529,alofi,-19.0595,-169.9187,21.94,56,20,9.26,NU,1722314717
530,mahina,-17.5065,-149.489,20.87,94,75,7.2,PF,1722314719
531,leshan,29.5623,103.7639,28.66,66,100,1.15,CN,1722314720
532,kisi,9.0833,3.85,21.21,97,100,2.36,NG,1722314721
533,sarmiento,-45.5882,-69.07,3.87,48,79,2.44,AR,1722314723
534,hamilton,39.1834,-84.5333,25.64,86,92,1.79,US,1722314724
535,bethanie,-26.4833,17.15,5.65,48,23,2.41,NA,1722314725
536,esquipulas,14.5667,-89.35,19.44,99,100,2.01,GT,1722314726
537,watampone,-4.5386,120.3279,29.39,66,28,4.14,ID,1722314728
538,nemuro,43.3236,145.575,14.53,95,100,11.99,JP,1722314729
539,newman,37.3138,-121.0208,25.99,62,0,0.45,US,1722314730
540,wotho,10.1657,166.0102,28.39,79,48,4.7,MH,1722314731
541,yairipok,24.6667,94.0667,26.92,91,100,1.62,IN,1722314732
542,vysokaya gora,55.9128,49.3017,18.1,71,86,1.46,RU,1722314734
543,champerico,14.3,-91.9167,25.63,90,100,4.51,GT,1722314735
544,nouadhibou,20.931,-17.0347,20.99,83,71,5.66,MR,1722314736
545,east end,34.5507,-92.341,28.94,88,4,2.76,US,1722314737
546,namibe,-15.1961,12.1522,16.58,88,93,2.25,AO,1722314740
547,leninsk,48.7119,45.1994,26.34,50,8,2.42,RU,1722314741
548,coyhaique,-45.5752,-72.0662,-1.73,92,100,2.19,CL,1722314742
549,cestos city,5.46,-9.5828,24.49,83,100,4.93,LR,1722314744
550,tannum sands,-23.9504,151.3693,22.08,30,0,4.12,AU,1722314745
551,sinabang,2.4803,96.3801,30.8,64,90,2.36,ID,1722314746
552,lesogorsk,56.0458,99.5136,27.54,46,100,1.3,RU,1722314749
553,kyren,51.6828,102.1408,26.0,63,69,2.61,RU,1722314750
554,salmon arm,50.6998,-119.3024,20.24,94,99,0.51,CA,1722314751
555,mineral wells,32.8085,-98.1128,29.59,63,0,4.12,US,1722314655
556,birobidzhan,48.8,132.95,26.7,58,8,2.53,RU,1722314753
557,shalya,57.2471,58.7298,15.46,86,97,2.68,RU,1722314755
558,ha tien,10.3833,104.4833,28.46,74,100,4.63,VN,1722314756
559,gandi,12.9636,5.7434,24.59,82,67,4.57,NG,1722314758
560,cartagena del chaira,1.3349,-74.8429,20.94,98,54,0.98,CO,1722314759
561,ebon,4.582,168.6964,28.29,74,81,4.08,MH,1722314761
562,turabah,21.2141,41.6331,30.31,19,59,7.17,SA,1722314762
563,boali,4.8005,18.1275,21.12,94,97,1.41,CF,1722314763
564,eydhafushi,5.1033,73.0708,28.3,83,100,3.64,MV,1722314764
565,luganville,-15.5333,167.1667,25.72,68,32,4.71,VU,1722314765
566,acarau,-2.8856,-40.12,23.71,90,79,5.09,BR,1722314767
567,faridpur,23.6,89.8333,31.16,71,100,5.01,BD,1722314769
568,nalut,30.3333,10.85,23.15,57,0,4.63,LY,1722314770
569,thinadhoo,0.5333,72.9333,29.14,74,91,5.78,MV,1722314771
570,kaspiyskiy,45.3929,47.3707,27.78,45,0,6.73,RU,1722314773
571,micheweni,-4.9667,39.8333,24.86,81,81,4.38,TZ,1722314774
572,greymouth,-42.4667,171.2,8.67,62,95,6.36,NZ,1722314775
573,inhambane,-23.865,35.3833,13.99,94,20,0.0,MZ,1722314776
574,sarupathar,26.1984,93.8094,29.12,63,94,3.22,IN,1722314778
575,lospalos,-8.5186,127.0025,24.74,78,74,5.59,TL,1722314779
576,labytnangi,66.6572,66.4183,17.51,91,100,5.34,RU,1722314781
577,yelizovo,53.1873,158.3805,15.08,88,75,3.0,RU,1722314782
578,rucava,56.1585,21.1619,17.95,74,35,5.27,LV,1722314783
579,quepos,9.4236,-84.1652,26.61,84,100,0.91,CR,1722314784
580,fort mcmurray,56.7268,-111.381,19.77,63,40,4.12,CA,1722314498
581,nazilli,37.9163,28.3223,21.61,36,0,1.69,TR,1722314787
582,banyo,6.75,11.8167,17.51,97,100,1.35,CM,1722314788
583,westport,41.1415,-73.3579,23.55,89,0,1.54,US,1722314789
584,lewistown,40.5992,-77.5714,24.23,91,0,0.0,US,1722314790
585,alpine,32.835,-116.7664,19.09,75,0,3.6,US,1722314722
586,turinsk,58.0458,63.696,14.85,84,84,3.09,RU,1722314793
587,messini,37.0511,22.0078,27.88,60,0,2.06,GR,1722314794
588,jacksonville,30.3322,-81.6556,26.25,86,75,5.14,US,1722314645
589,broken hill,-31.95,141.4333,14.41,45,27,4.6,AU,1722314796
590,darnah,32.767,22.6367,26.91,79,0,9.11,LY,1722314797
591,loango,-4.6719,11.8312,21.81,88,75,2.06,CG,1722314799
592,selfoss,63.9331,-20.9971,9.96,91,100,2.46,IS,1722314800
